size_compress,headers_length,packets_rank,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
119,496,0,16,21,29,33,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,38,42,52,55,68,87,94,95,95,106,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367097
132,432,9,16,21,31,31,31,31,31,31,31,31,31,34,34,34,34,34,34,34,34,41,44,50,70,85,104,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367118
120,432,6,16,21,28,28,30,30,30,30,30,30,30,34,38,38,38,38,38,38,38,38,38,54,57,74,90,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367127
296,816,3,16,21,29,45,45,45,45,45,45,45,45,54,56,56,56,56,56,56,56,56,56,74,74,94,109,127,143,146,146,161,161,161,161,172,185,196,216,226,226,233,234,236,242,242,254,259,259,265,272,292,367184
439,816,10,16,21,29,60,60,60,60,60,60,60,60,63,67,67,67,67,67,67,67,67,67,78,78,101,117,131,150,152,154,170,170,170,170,180,194,204,225,243,243,253,283,303,315,341,346,356,371,392,417,425,367203
119,432,2,16,21,30,30,30,30,30,30,30,30,30,30,39,39,39,39,39,39,39,39,39,55,55,76,85,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367279
426,816,8,16,21,29,61,61,61,61,61,61,61,61,65,69,69,69,69,69,69,69,69,69,87,89,105,119,135,151,153,153,170,170,170,170,181,196,206,221,234,234,246,278,296,309,336,338,363,378,382,397,407,367333
439,816,8,16,21,26,64,64,64,64,64,64,64,64,68,71,71,71,71,71,71,71,71,71,86,88,100,117,134,153,153,157,176,176,176,176,183,197,209,227,251,251,261,293,313,323,350,350,371,389,400,412,420,367393
116,432,11,16,21,26,26,29,29,29,29,29,29,29,33,37,37,37,37,37,37,37,37,37,52,52,70,87,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367588
170,496,1,16,21,30,35,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,45,45,55,77,93,107,126,145,148,149,170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367638
124,496,0,16,21,29,32,32,32,32,32,32,32,32,38,41,41,41,41,41,41,41,41,41,58,60,75,90,95,95,95,105,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367745
127,496,0,16,21,29,33,34,34,34,34,34,34,34,38,41,41,41,41,41,41,41,41,41,56,63,79,95,100,102,105,111,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367793
123,496,0,16,21,28,33,33,33,33,33,33,33,33,38,38,38,38,38,38,38,38,38,38,58,58,74,91,96,98,102,107,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367829
