packets_rank,headers_length,size_compress,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
2,496,144,10,29,32,32,32,32,32,32,32,32,40,43,43,43,43,43,43,43,49,49,72,78,78,99,103,123,133,133,135,143,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
6,568,1002,7,24,47,52,52,52,52,52,52,52,84,156,180,180,180,180,180,180,180,180,204,212,223,241,245,264,288,368,448,486,523,648,794,823,934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
12,552,994,9,25,54,56,56,56,56,56,56,56,94,297,317,317,317,317,317,317,317,317,346,352,360,379,381,400,434,512,594,623,678,790,941,967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,539988
18,568,1137,9,24,61,68,68,68,68,68,68,68,104,311,328,328,328,328,328,328,328,330,358,367,379,392,392,416,439,517,600,636,682,798,942,972,1083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,539994
29,800,2592,0,0,44,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,104,160,180,198,217,245,253,278,314,379,507,605,674,867,928,1001,1084,1170,1228,1275,1344,1433,1513,1626,1757,1850,1940,2004,2094,2243,2404,2592,540005
30,800,2499,0,0,42,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,104,163,179,199,216,234,241,264,290,385,509,568,648,785,901,993,1038,1147,1242,1295,1346,1456,1534,1586,1672,1784,1842,1933,1973,2080,2266,2499,540006
32,528,709,4,24,32,32,32,32,32,32,32,32,125,250,250,250,250,250,250,250,250,250,275,285,292,313,316,334,340,340,363,427,476,596,709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540008
59,800,2721,0,0,42,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,103,161,178,191,213,238,244,261,325,419,630,717,745,856,1005,1040,1164,1242,1279,1312,1412,1544,1658,1752,1830,1941,2018,2057,2159,2348,2581,2721,540035
66,536,861,4,24,33,33,33,33,33,33,33,33,121,245,245,245,245,245,245,245,245,245,272,281,284,302,303,325,328,328,349,415,464,586,767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540042
77,800,2412,0,0,41,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,103,160,178,196,208,232,237,263,342,410,618,668,705,823,913,934,1048,1126,1177,1216,1285,1371,1488,1543,1594,1699,1796,1830,1921,2063,2272,2412,540053
