packets_rank,headers_length,size_compress,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
2,496,114,6,28,30,30,30,30,30,30,30,30,35,44,44,44,44,44,44,44,44,44,59,62,64,81,85,105,111,111,112,112,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
6,568,885,4,27,49,49,49,49,49,49,49,49,63,192,192,192,192,192,192,192,192,192,205,207,216,229,229,250,290,335,491,616,700,719,778,841,861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
12,552,835,3,25,44,44,44,44,44,44,44,44,79,187,187,187,187,187,187,187,187,187,205,208,214,227,229,246,279,321,475,601,686,703,762,825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,539988
18,568,908,3,25,47,47,47,47,47,47,47,47,83,189,189,189,189,189,189,189,189,189,209,211,216,239,244,263,299,342,495,621,707,723,782,846,866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,539994
29,800,3326,0,0,50,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,128,212,221,244,282,304,306,330,390,481,612,722,836,916,979,1066,1192,1295,1446,1526,1585,1784,1906,2026,2119,2253,2343,2502,2757,2943,3111,3326,540005
30,800,3260,0,0,50,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,130,212,221,244,282,293,300,319,381,464,631,733,892,1008,1082,1147,1195,1282,1433,1534,1614,1733,1886,1992,2081,2165,2303,2492,2677,2864,3055,3260,540006
32,528,590,6,23,43,43,43,43,43,43,43,43,122,247,247,247,247,247,247,247,247,247,265,268,277,289,289,316,321,321,331,448,506,538,590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540008
59,800,3379,0,0,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,124,211,217,243,277,294,298,321,349,429,611,764,873,951,1050,1119,1219,1341,1437,1507,1568,1650,1795,1950,2114,2205,2363,2480,2697,2953,3203,3379,540035
66,536,600,6,23,24,24,24,24,24,24,24,24,101,226,226,226,226,226,226,226,226,226,244,244,250,265,267,278,290,290,299,417,479,505,541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540042
77,800,3119,0,0,68,72,72,72,72,72,72,72,75,75,75,75,75,75,75,75,124,211,215,242,278,292,299,320,355,446,646,794,885,962,1058,1067,1163,1262,1344,1416,1462,1641,1790,1910,2003,2094,2190,2322,2540,2749,2942,3119,540053
81,536,565,6,23,24,24,24,24,24,24,24,24,101,226,226,226,226,226,226,226,226,226,246,247,251,267,271,290,298,298,305,426,488,516,550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540057
89,536,561,6,23,25,25,25,25,25,25,25,25,102,226,226,226,226,226,226,226,226,226,245,247,249,265,267,285,289,289,297,416,478,504,538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540065
