packets_rank,headers_length,size_compress,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
1,368,201,0,2,22,23,26,41,43,45,53,53,58,75,92,109,124,139,169,170,186,186,194,196,201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20904
4,368,180,0,1,17,17,17,35,41,58,64,64,91,91,106,122,139,157,159,159,179,179,180,180,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20907
13,608,433,0,5,21,22,22,41,57,76,77,77,106,106,122,140,154,172,176,176,194,194,211,216,224,247,264,286,299,312,326,339,353,363,373,385,402,409,418,433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20916
23,368,179,0,1,16,21,23,42,42,44,52,53,56,72,93,107,124,141,158,158,178,178,179,179,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20926
13,368,200,0,0,15,15,21,41,48,72,78,78,91,91,107,123,139,154,154,154,175,175,186,189,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20943
2,368,173,0,1,13,13,13,32,39,54,61,61,78,78,96,114,131,148,152,152,172,172,173,173,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20955
49,608,421,0,4,19,20,20,37,42,63,68,68,88,88,102,122,138,154,156,156,175,175,193,197,205,229,247,257,281,292,299,324,338,351,359,372,388,393,404,421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21002
60,616,367,0,6,21,21,21,39,39,39,50,53,56,71,87,104,120,137,137,138,155,155,159,159,169,183,200,205,223,236,245,259,271,278,292,306,310,320,331,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21013
82,368,154,0,1,16,16,18,34,34,37,45,48,48,68,84,99,116,131,137,137,153,153,154,154,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21035
86,368,229,0,0,14,19,19,35,53,73,77,77,99,99,117,134,150,163,163,163,187,187,200,215,229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21039
