packets_rank,headers_length,size_compress,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
2,496,118,7,27,29,29,29,29,29,29,29,29,35,35,35,35,35,35,35,35,36,36,51,55,60,76,77,94,114,114,118,118,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
6,568,924,4,23,49,49,49,49,49,49,49,49,62,126,126,126,126,126,126,126,128,128,142,149,204,214,218,235,254,312,393,475,583,691,775,824,906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
12,552,879,4,22,40,40,40,40,40,40,40,40,61,187,187,187,187,187,187,187,187,187,203,210,239,258,258,277,297,355,436,518,627,736,816,870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,539988
18,568,1003,4,22,56,56,56,56,56,56,56,56,80,202,202,202,202,202,202,202,202,202,219,219,277,294,305,321,336,396,478,560,668,773,860,910,991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,539994
29,800,3382,0,0,70,200,200,200,200,200,200,200,202,202,202,202,202,202,202,202,225,356,366,386,442,455,460,480,500,657,825,976,1077,1252,1321,1424,1509,1620,1769,1822,1963,2105,2234,2344,2432,2552,2676,2766,2859,2991,3197,3382,540005
30,800,3003,0,0,70,202,202,202,202,202,202,202,204,204,204,204,204,204,204,204,233,356,365,386,441,450,459,473,499,607,776,827,980,1122,1196,1329,1370,1495,1626,1726,1851,1892,2055,2142,2242,2329,2413,2530,2561,2680,2862,3003,540006
32,528,676,3,23,35,35,35,35,35,35,35,35,55,181,181,181,181,181,181,181,181,181,197,201,209,226,228,247,265,267,285,370,474,566,676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540008
59,800,2907,0,0,47,140,140,140,140,140,140,140,142,142,142,142,142,142,142,142,167,295,305,325,378,393,399,417,434,608,731,883,928,1031,1119,1130,1247,1331,1377,1459,1519,1569,1739,1825,2028,2184,2257,2328,2421,2537,2674,2907,540035
66,536,669,3,23,29,29,29,29,29,29,29,29,49,173,173,173,173,173,173,173,173,173,191,195,199,217,218,238,254,255,267,358,463,549,626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540042
77,800,3014,0,0,47,140,140,140,140,140,140,140,142,142,142,142,142,142,142,142,171,295,306,324,377,393,398,419,444,515,714,822,893,1045,1113,1164,1287,1388,1494,1555,1620,1700,1876,1957,2050,2205,2298,2387,2503,2620,2781,3014,540053
81,536,681,3,23,29,29,29,29,29,29,29,29,48,173,173,173,173,173,173,173,173,173,189,193,199,220,221,239,255,257,275,360,463,556,627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540057
89,536,656,6,23,29,29,29,29,29,29,29,29,47,173,173,173,173,173,173,173,173,173,189,194,195,220,220,236,253,253,273,358,463,554,626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540065
36,528,698,9,27,55,55,55,55,55,55,55,55,75,199,199,199,199,199,199,199,199,199,218,223,229,245,245,260,280,280,298,384,487,580,698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540206
39,528,707,9,28,55,55,55,55,55,55,55,55,75,199,199,199,199,199,199,199,199,199,216,222,229,246,249,266,286,286,304,390,493,586,707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540209
55,800,2658,0,0,47,141,141,141,141,141,141,141,143,143,143,143,143,143,143,143,171,296,308,323,386,404,408,427,448,564,716,827,901,1016,1091,1105,1160,1248,1332,1400,1455,1511,1652,1737,1896,2021,2103,2181,2216,2312,2425,2658,540225
75,800,2825,0,0,47,140,140,140,140,140,140,140,142,142,142,142,142,142,142,142,171,296,305,325,385,404,407,427,443,511,715,817,863,974,1050,1091,1180,1287,1382,1457,1499,1582,1729,1832,1978,2108,2199,2271,2317,2478,2592,2825,540245
14,800,2634,0,0,16,56,56,56,56,56,56,56,58,58,58,58,58,58,58,58,77,144,153,175,228,244,246,266,283,390,566,652,737,827,877,985,1019,1122,1179,1243,1312,1378,1441,1509,1661,1807,1877,2049,2126,2227,2448,2634,540264
2,496,116,0,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,35,35,35,35,51,59,61,76,79,94,112,112,116,116,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540426
