packets_rank,headers_length,size_compress,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
2,496,134,4,23,31,31,31,31,31,31,31,31,38,38,38,38,38,38,38,38,38,38,65,70,71,90,91,116,127,127,129,129,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
6,568,1145,4,26,61,61,61,61,61,61,61,61,92,165,165,165,165,165,165,165,165,165,191,195,213,232,235,255,320,383,467,570,701,747,878,954,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
12,552,1053,7,25,40,40,40,40,40,40,40,40,67,216,216,216,216,216,216,216,216,216,240,252,263,283,285,311,372,440,520,623,753,799,929,1003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,539988
18,568,1182,7,25,59,59,59,59,59,59,59,59,83,232,232,232,232,232,232,232,232,232,256,265,289,305,310,335,394,461,542,647,774,821,946,1027,1135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,539994
29,800,3309,0,0,43,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,188,231,236,266,324,336,336,360,448,574,648,760,815,942,1021,1076,1193,1313,1454,1547,1572,1666,1737,1923,2047,2240,2419,2592,2770,2950,3130,3309,540005
30,800,2842,0,0,43,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,188,227,235,265,324,336,343,357,439,516,577,648,745,862,914,957,1012,1108,1261,1327,1349,1478,1593,1708,1772,1938,2144,2247,2365,2544,2727,2842,540006
32,528,706,6,30,53,93,93,93,93,93,93,93,206,298,298,298,298,298,298,298,298,298,321,335,341,359,362,379,385,385,397,479,571,610,706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540008
59,800,3153,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,131,175,181,207,269,283,291,314,374,516,581,659,755,879,1006,1038,1159,1267,1301,1340,1370,1518,1633,1751,1905,2101,2325,2482,2681,2794,2926,3153,540035
66,536,683,6,32,34,34,34,34,34,34,34,34,148,240,240,240,240,240,240,240,240,240,264,275,279,292,294,313,319,319,329,415,504,544,645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540042
77,800,3061,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,131,175,181,208,266,283,287,307,372,500,577,682,744,868,978,991,1111,1211,1289,1327,1361,1476,1591,1740,1853,2046,2223,2333,2531,2687,2834,3061,540053
81,536,691,6,31,35,35,35,35,35,35,35,35,148,239,239,239,239,239,239,239,239,239,263,275,275,295,297,318,324,324,333,418,507,548,648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540057
89,536,699,6,30,35,35,35,35,35,35,35,35,147,240,240,240,240,240,240,240,240,240,262,275,278,293,295,316,319,319,328,413,503,540,644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540065
36,528,686,5,20,42,83,83,83,83,83,83,83,195,287,287,287,287,287,287,287,287,287,313,321,327,343,348,361,368,368,379,463,552,592,686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540206
39,528,670,5,19,41,83,83,83,83,83,83,83,195,286,286,286,286,286,286,286,286,286,314,319,326,339,339,357,365,365,374,460,550,590,670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540209
55,800,3159,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,131,174,181,204,260,278,280,301,351,482,550,627,745,884,1024,1081,1221,1302,1429,1486,1526,1741,1856,1971,2068,2231,2428,2525,2716,2849,2982,3159,540225
75,800,2975,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,131,175,182,203,260,275,280,299,359,476,553,597,708,849,958,1025,1164,1270,1362,1420,1448,1579,1694,1782,1942,2102,2281,2338,2529,2686,2798,2975,540245
14,800,3234,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,37,161,173,187,209,231,231,248,298,436,551,648,697,792,917,996,1096,1223,1316,1455,1556,1686,1868,1939,2073,2286,2474,2598,2749,2840,3040,3234,540264
2,496,116,0,23,32,32,32,32,32,32,32,32,43,43,43,43,43,43,43,43,43,43,63,68,69,85,87,107,110,110,114,114,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540426
0,504,100,4,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,47,57,58,74,78,87,96,96,96,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540434
1,544,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,21,31,39,57,57,79,83,83,86,87,87,91,91,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540435
7,800,2866,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61,113,124,136,192,205,210,234,282,403,565,613,740,787,867,947,1028,1126,1264,1380,1405,1514,1621,1749,1889,2020,2164,2263,2446,2535,2754,2866,540441
5,800,2835,0,0,43,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,160,221,241,259,317,332,338,354,431,508,571,640,736,855,905,948,1004,1100,1254,1320,1345,1470,1586,1700,1765,1931,2137,2240,2358,2538,2713,2835,540589
13,800,3151,0,0,43,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,160,220,238,258,316,330,333,354,427,515,572,658,754,863,953,1030,1124,1227,1360,1465,1491,1664,1779,1941,2080,2222,2414,2524,2657,2835,3014,3151,540597
20,528,687,5,19,42,82,82,82,82,82,82,82,175,288,288,288,288,288,288,288,288,288,316,323,328,348,349,366,373,373,381,467,558,599,687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540604
28,528,681,5,19,40,82,82,82,82,82,82,82,175,288,288,288,288,288,288,288,288,288,314,323,327,347,347,364,368,368,379,464,553,593,681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540612
36,536,675,5,18,24,24,24,24,24,24,24,24,117,233,233,233,233,233,233,233,234,234,257,263,268,286,286,306,319,319,329,414,503,543,644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540620
42,800,3027,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,104,165,182,203,261,275,279,294,377,487,568,634,687,816,943,1001,1123,1227,1319,1357,1386,1518,1633,1722,1866,2065,2239,2332,2532,2690,2802,3027,540626
43,536,675,5,20,22,22,22,22,22,22,22,22,117,231,231,231,231,231,231,231,231,231,258,265,269,283,285,302,304,304,315,400,489,527,630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540627
49,800,2892,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,104,164,184,202,261,278,281,297,356,496,561,627,685,811,942,988,1073,1211,1239,1293,1319,1392,1518,1630,1665,1855,2031,2150,2349,2504,2684,2892,540633
68,528,689,6,21,42,85,85,85,85,85,85,85,197,288,288,288,288,288,288,288,288,288,312,317,325,347,350,372,374,374,389,475,564,604,689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540652
76,528,693,6,23,43,85,85,85,85,85,85,85,197,288,288,288,288,288,288,288,288,288,312,314,325,346,349,373,384,384,391,478,567,607,693,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,540660
107,800,3182,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,131,175,182,199,258,276,279,294,370,502,567,644,762,903,1044,1101,1243,1327,1450,1511,1547,1762,1878,1992,2089,2253,2451,2548,2739,2873,3007,3182,540691
111,800,3217,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,131,175,181,201,258,276,282,302,375,503,588,677,800,946,1072,1124,1249,1369,1498,1540,1569,1721,1836,1972,2050,2204,2402,2597,2791,2923,3026,3217,540695
