packets_rank,headers_length,size_compress,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
2,368,416,0,0,17,19,20,33,43,78,230,302,335,335,350,363,378,396,396,396,416,416,416,416,416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23748
6,800,1178,0,21,39,39,43,60,143,188,211,262,265,284,298,316,333,352,352,352,371,371,431,473,550,621,647,674,693,721,752,764,782,803,819,850,868,882,897,921,967,978,995,1016,1033,1059,1070,1106,1124,1144,1163,1178,23752
4,800,855,0,18,37,38,38,54,139,187,207,260,260,275,296,308,329,344,349,349,370,370,388,397,410,416,419,427,438,443,451,460,468,482,493,514,535,559,582,604,635,651,670,688,710,725,741,776,796,819,833,855,23767
2,368,419,0,0,17,19,19,38,40,77,229,300,331,332,350,361,377,397,399,401,419,419,419,419,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23774
8,368,365,0,0,15,19,19,38,121,170,189,242,243,270,286,303,317,340,340,348,365,365,365,365,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23780
0,368,426,0,2,23,23,24,37,44,77,228,298,319,320,337,352,355,355,369,371,385,385,407,418,426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23812
3,800,931,0,12,34,34,34,49,55,91,242,314,335,335,351,367,383,400,407,409,424,424,441,458,480,502,530,557,573,612,628,653,665,676,687,706,723,739,754,767,786,798,817,825,840,855,867,880,896,908,915,931,23815
0,368,442,0,2,21,22,22,39,46,80,230,300,328,328,346,363,368,370,382,385,398,398,416,432,442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23841
7,368,430,0,0,19,20,20,34,40,76,227,298,324,324,344,356,376,393,393,413,430,430,430,430,430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23848
2,368,422,0,0,12,19,20,37,43,79,230,302,330,330,350,366,382,406,407,408,422,422,422,422,422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23853
8,368,349,0,0,17,19,20,36,117,165,186,236,239,261,279,293,309,320,320,334,349,349,349,349,349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23859
3,800,1059,0,23,40,47,47,63,69,106,256,327,359,359,374,390,400,422,427,430,447,447,466,481,505,528,556,579,600,627,647,665,690,702,734,759,779,799,814,837,861,880,901,916,930,947,967,983,997,1012,1029,1059,23863
1,368,425,0,2,17,17,24,44,135,181,203,253,256,281,294,316,333,351,365,365,383,383,401,416,425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23871
2,368,408,0,0,19,20,20,35,39,75,228,299,322,322,340,355,372,384,384,384,408,408,408,408,408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23922
5,368,352,0,0,19,20,21,36,119,170,189,243,243,265,283,299,316,338,343,343,352,352,352,352,352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23925
11,368,433,0,1,18,20,20,37,39,74,229,300,321,321,337,354,367,390,390,416,433,433,433,433,433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23940
