packets_rank,headers_length,size_compress,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
7,416,135,0,12,15,15,15,15,15,15,15,15,17,32,32,32,32,32,32,32,35,35,57,64,76,98,114,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,462617
6,416,131,0,12,12,12,12,12,12,12,12,12,18,32,32,32,32,32,32,32,34,39,56,63,79,95,111,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,462640
7,432,141,0,10,19,19,19,19,19,19,19,19,25,38,38,38,38,38,38,38,40,45,63,70,86,102,117,134,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,462653
3,800,387,0,12,23,23,23,23,23,23,23,23,32,43,43,43,43,43,43,43,46,47,68,73,90,107,125,147,154,160,181,181,184,194,204,221,232,251,258,260,268,271,279,288,294,299,307,320,332,348,367,387,462709
0,480,203,0,12,14,19,19,19,19,19,19,19,22,29,29,29,29,29,29,29,45,67,75,97,111,130,147,161,175,185,203,203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,462754
2,416,134,0,12,15,15,15,15,15,15,15,15,22,30,30,30,30,30,30,30,30,30,60,66,80,97,114,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,462804
3,800,387,2,14,25,25,25,25,25,25,25,25,33,41,41,41,41,41,41,41,45,50,74,78,96,109,126,147,152,158,178,178,184,195,205,217,230,246,254,256,261,268,274,278,291,297,303,315,324,344,365,387,462865
1,480,208,0,13,13,20,20,20,20,20,20,20,24,27,27,27,27,27,27,27,46,67,72,97,115,130,147,164,174,184,208,208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,462935
5,416,169,2,13,13,15,15,15,15,15,15,15,23,30,30,30,30,30,30,30,44,66,73,106,122,137,157,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,463131
2,800,378,0,11,23,23,23,23,23,23,23,23,30,42,42,42,42,42,42,42,45,49,68,76,90,107,124,145,150,161,172,172,180,191,201,220,232,250,257,258,266,270,277,286,294,299,304,319,328,346,368,378,463176
