layers_0,length_0,layers_1,length_1,layers_2,length_2,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_3,length_3,layers_4,length_4,payload_layers,header_length,payload_length,flow_id_mac,flow_id_ip,flow_id
IPv6,120,UDP,80,CoAP,72.0,1655374275.5279634,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1398,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.5280404,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1399,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,40394.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.528073,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1400,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.528153,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1401,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,40394.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.5281858,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1402,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.5282586,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1403,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,40394.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.5282893,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1404,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.5283618,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1405,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,40394.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.5283933,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1406,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.528466,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1407,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,40394.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.5284984,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1408,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.5285704,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1409,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,40394.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.5286026,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1410,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.528675,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1411,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,40394.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.5287066,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1412,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.5287845,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1413,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,40394.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.5288162,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1414,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5288904,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1415,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5289235,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1416,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.529002,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1417,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5290346,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1418,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5291097,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1419,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5291464,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1420,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.529227,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1421,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.52926,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1422,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5293438,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1423,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5293806,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1424,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5294616,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1425,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5294964,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1426,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.52958,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1427,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5296178,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1428,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5296984,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1429,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.529736,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1430,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5298223,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1431,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5299327,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1432,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5301087,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1433,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.530189,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1434,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5303187,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1435,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5303676,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1436,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.530458,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1437,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5305011,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1438,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.530584,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1439,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.530627,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1440,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5307102,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1441,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5307517,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1442,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.530832,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1443,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.530873,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1444,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.530954,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1445,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5309966,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1446,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,40394.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5310788,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,49470.0,5683.0,COAP,COAP.pcapng,1447,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,40394.0
IPv6,59,UDP,19,CoAP,11.0,1655374275.5311613,59,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,49470.0,COAP,COAP.pcapng,1448,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,2.0,,,,,,21.0,21.0,40394.0
IPv6,61,UDP,21,CoAP,13.0,1655374275.5318773,61,,,50:02:91:0F:D3:FC,50:02:91:13:70:30,0.0,36340.0,5683.0,COAP,COAP.pcapng,1449,50:02:91:0F:D3:FC,50:02:91:13:70:30,None,0.0,,,3.0,48.0,13.0,3.0,3.0,28598.0
IPv6,91,UDP,51,CoAP,43.0,1655374275.5319517,91,,,50:02:91:13:70:30,50:02:91:0F:D3:FC,0.0,5683.0,36340.0,COAP,COAP.pcapng,1450,50:02:91:13:70:30,50:02:91:0F:D3:FC,Raw,37.0,,,,,,3.0,3.0,28598.0
IPv6,67,UDP,27,CoAP,19.0,1655374275.5373223,67,,,50:02:91:0F:D3:FC,50:02:91:13:70:30,0.0,41613.0,5683.0,COAP,COAP.pcapng,1451,50:02:91:0F:D3:FC,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,3.0,3.0,33339.0
IPv6,52,UDP,12,CoAP,4.0,1655374275.5374534,52,,,50:02:91:13:70:30,50:02:91:0F:D3:FC,0.0,5683.0,41613.0,COAP,COAP.pcapng,1452,50:02:91:13:70:30,50:02:91:0F:D3:FC,None,0.0,,,3.0,48.0,4.0,3.0,3.0,33339.0
IPv6,69,UDP,29,CoAP,21.0,1655374275.5585597,69,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,60470.0,5683.0,COAP,COAP.pcapng,1455,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,21.0,13.0,13.0,50287.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5586894,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,60470.0,COAP,COAP.pcapng,1456,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,50287.0
IPv6,71,UDP,31,CoAP,23.0,1655374275.5588398,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,60470.0,5683.0,COAP,COAP.pcapng,1457,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,50287.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.558891,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,60470.0,COAP,COAP.pcapng,1458,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,50287.0
IPv6,71,UDP,31,CoAP,23.0,1655374275.558988,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,60470.0,5683.0,COAP,COAP.pcapng,1459,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,50287.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5590265,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,60470.0,COAP,COAP.pcapng,1460,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,50287.0
IPv6,71,UDP,31,CoAP,23.0,1655374275.5591297,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,60470.0,5683.0,COAP,COAP.pcapng,1461,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,50287.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.5591767,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,60470.0,COAP,COAP.pcapng,1462,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,50287.0
IPv6,71,UDP,31,CoAP,23.0,1655374275.559259,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,60470.0,5683.0,COAP,COAP.pcapng,1463,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,50287.0
IPv6,121,UDP,81,CoAP,73.0,1655374275.559344,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,60470.0,COAP,COAP.pcapng,1464,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,50287.0
IPv6,71,UDP,31,CoAP,23.0,1655374275.5594387,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,60470.0,5683.0,COAP,COAP.pcapng,1465,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,50287.0
IPv6,100,UDP,60,CoAP,52.0,1655374275.559561,100,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,60470.0,COAP,COAP.pcapng,1466,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,43.0,,,,,,13.0,13.0,50287.0
IPv6,63,UDP,23,CoAP,15.0,1655374275.5662026,63,,,50:02:91:9C:05:9F,50:02:91:13:70:30,0.0,55400.0,5683.0,COAP,COAP.pcapng,1467,50:02:91:9C:05:9F,50:02:91:13:70:30,None,0.0,,,3.0,48.0,15.0,16.0,16.0,45713.0
IPv6,68,UDP,28,CoAP,20.0,1655374275.5662866,68,,,50:02:91:13:70:30,50:02:91:9C:05:9F,0.0,5683.0,55400.0,COAP,COAP.pcapng,1468,50:02:91:13:70:30,50:02:91:9C:05:9F,Raw,12.0,,,,,,16.0,16.0,45713.0
IPv6,64,UDP,24,CoAP,16.0,1655374275.5993493,64,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1469,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,16.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.5994823,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1470,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.5996828,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1471,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.5997574,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1472,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.5999346,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1473,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.600011,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1474,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.6001723,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1475,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.600248,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1476,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.6004195,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1477,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.600762,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1478,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.6009314,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1479,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.6010282,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1480,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.6011603,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1481,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.6012275,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1482,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.601325,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1483,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.6013849,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1484,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.601573,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1485,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.6016376,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1486,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.6018157,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1487,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.6018915,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1488,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.6020634,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1489,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.6021175,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1490,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.6022804,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1491,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
IPv6,120,UDP,80,CoAP,72.0,1655374275.6023388,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,52863.0,COAP,COAP.pcapng,1492,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,43439.0
IPv6,61,UDP,21,CoAP,13.0,1655374275.6024368,61,,,50:02:91:AD:25:E1,50:02:91:13:70:30,0.0,56866.0,5683.0,COAP,COAP.pcapng,1493,50:02:91:AD:25:E1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,13.0,17.0,17.0,47061.0
IPv6,66,UDP,26,CoAP,18.0,1655374275.602461,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,52863.0,5683.0,COAP,COAP.pcapng,1494,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,43439.0
