layers_0,length_0,layers_1,length_1,layers_2,length_2,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_3,length_3,layers_4,length_4,payload_layers,header_length,payload_length,flow_id_mac,flow_id_ip,flow_id
IPv6,69,UDP,29,CoAP,21.0,1655374267.4312253,69,,,50:02:91:AE:42:45,50:02:91:13:70:30,0.0,57727.0,5683.0,COAP,COAP.pcapng,0,50:02:91:AE:42:45,50:02:91:13:70:30,None,0.0,,,3.0,48.0,21.0,18.0,18.0,47833.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4312696,121,,,50:02:91:13:70:30,50:02:91:AE:42:45,0.0,5683.0,57727.0,COAP,COAP.pcapng,1,50:02:91:13:70:30,50:02:91:AE:42:45,Raw,64.0,,,,,,18.0,18.0,47833.0
IPv6,71,UDP,31,CoAP,23.0,1655374267.4313242,71,,,50:02:91:AE:42:45,50:02:91:13:70:30,0.0,57727.0,5683.0,COAP,COAP.pcapng,2,50:02:91:AE:42:45,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,18.0,18.0,47833.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.431343,121,,,50:02:91:13:70:30,50:02:91:AE:42:45,0.0,5683.0,57727.0,COAP,COAP.pcapng,3,50:02:91:13:70:30,50:02:91:AE:42:45,Raw,64.0,,,,,,18.0,18.0,47833.0
IPv6,71,UDP,31,CoAP,23.0,1655374267.431378,71,,,50:02:91:AE:42:45,50:02:91:13:70:30,0.0,57727.0,5683.0,COAP,COAP.pcapng,4,50:02:91:AE:42:45,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,18.0,18.0,47833.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.431393,121,,,50:02:91:13:70:30,50:02:91:AE:42:45,0.0,5683.0,57727.0,COAP,COAP.pcapng,5,50:02:91:13:70:30,50:02:91:AE:42:45,Raw,64.0,,,,,,18.0,18.0,47833.0
IPv6,71,UDP,31,CoAP,23.0,1655374267.4314268,71,,,50:02:91:AE:42:45,50:02:91:13:70:30,0.0,57727.0,5683.0,COAP,COAP.pcapng,6,50:02:91:AE:42:45,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,18.0,18.0,47833.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4314375,121,,,50:02:91:13:70:30,50:02:91:AE:42:45,0.0,5683.0,57727.0,COAP,COAP.pcapng,7,50:02:91:13:70:30,50:02:91:AE:42:45,Raw,64.0,,,,,,18.0,18.0,47833.0
IPv6,71,UDP,31,CoAP,23.0,1655374267.4314716,71,,,50:02:91:AE:42:45,50:02:91:13:70:30,0.0,57727.0,5683.0,COAP,COAP.pcapng,8,50:02:91:AE:42:45,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,18.0,18.0,47833.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.431482,121,,,50:02:91:13:70:30,50:02:91:AE:42:45,0.0,5683.0,57727.0,COAP,COAP.pcapng,9,50:02:91:13:70:30,50:02:91:AE:42:45,Raw,64.0,,,,,,18.0,18.0,47833.0
IPv6,71,UDP,31,CoAP,23.0,1655374267.4315116,71,,,50:02:91:AE:42:45,50:02:91:13:70:30,0.0,57727.0,5683.0,COAP,COAP.pcapng,10,50:02:91:AE:42:45,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,18.0,18.0,47833.0
IPv6,100,UDP,60,CoAP,52.0,1655374267.4315212,100,,,50:02:91:13:70:30,50:02:91:AE:42:45,0.0,5683.0,57727.0,COAP,COAP.pcapng,11,50:02:91:13:70:30,50:02:91:AE:42:45,Raw,43.0,,,,,,18.0,18.0,47833.0
IPv6,63,UDP,23,CoAP,15.0,1655374267.4412203,63,,,50:02:91:49:DD:88,50:02:91:13:70:30,0.0,60112.0,5683.0,COAP,COAP.pcapng,12,50:02:91:49:DD:88,50:02:91:13:70:30,None,0.0,,,3.0,48.0,15.0,12.0,12.0,49968.0
IPv6,68,UDP,28,CoAP,20.0,1655374267.4412563,68,,,50:02:91:13:70:30,50:02:91:49:DD:88,0.0,5683.0,60112.0,COAP,COAP.pcapng,13,50:02:91:13:70:30,50:02:91:49:DD:88,Raw,12.0,,,,,,12.0,12.0,49968.0
IPv6,64,UDP,24,CoAP,16.0,1655374267.4546747,64,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,14,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,16.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4547453,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,15,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4547968,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,16,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4548495,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,17,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4548838,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,18,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4549255,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,19,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4549556,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,20,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.454966,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,21,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.454991,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,22,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4550009,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,23,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4550266,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,24,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4550366,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,25,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4550614,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,26,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4550712,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,27,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4551082,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,28,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4551206,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,29,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.455149,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,30,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4551587,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,31,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4551835,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,32,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4551933,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,33,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4552193,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,34,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4552288,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,35,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4552536,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,36,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4552634,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,37,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4552884,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,38,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4552991,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,39,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4553244,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,40,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.455335,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,41,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.4553573,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,42,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.455367,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,43,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,66,UDP,26,CoAP,18.0,1655374267.455388,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,44,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,47517.0
IPv6,120,UDP,80,CoAP,72.0,1655374267.4553974,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,45,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4554195,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,46,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4554293,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,47,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4554513,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,48,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.455461,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,49,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4554837,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,50,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4554927,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,51,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4555144,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,52,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4555235,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,53,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.455546,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,54,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4555564,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,55,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4555786,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,56,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.455588,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,57,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4556117,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,58,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.455622,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,59,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4556465,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,60,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4556556,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,61,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.45568,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,62,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4556909,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,63,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4557152,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,64,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4557252,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,65,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4557474,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,66,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.455758,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,67,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4557817,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,68,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4557912,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,69,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4558165,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,70,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4558268,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,71,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.455851,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,72,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4558606,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,73,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.455884,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,74,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.4558938,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,75,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4559176,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,76,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.455927,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,77,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,47517.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4559526,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,57376.0,5683.0,COAP,COAP.pcapng,78,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,47517.0
IPv6,59,UDP,19,CoAP,11.0,1655374267.4559634,59,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,57376.0,COAP,COAP.pcapng,79,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,2.0,,,,,,21.0,21.0,47517.0
IPv6,62,UDP,22,CoAP,14.0,1655374267.4658682,62,,,50:02:91:69:44:97,50:02:91:13:70:30,0.0,36361.0,5683.0,COAP,COAP.pcapng,80,50:02:91:69:44:97,50:02:91:13:70:30,None,0.0,,,3.0,48.0,14.0,14.0,14.0,28617.0
IPv6,78,UDP,38,CoAP,30.0,1655374267.4659083,78,,,50:02:91:13:70:30,50:02:91:69:44:97,0.0,5683.0,36361.0,COAP,COAP.pcapng,81,50:02:91:13:70:30,50:02:91:69:44:97,Raw,22.0,,,,,,14.0,14.0,28617.0
IPv6,61,UDP,21,CoAP,13.0,1655374267.4767678,61,,,50:02:91:0F:D3:FC,50:02:91:13:70:30,0.0,44322.0,5683.0,COAP,COAP.pcapng,82,50:02:91:0F:D3:FC,50:02:91:13:70:30,None,0.0,,,3.0,48.0,13.0,3.0,3.0,35766.0
IPv6,91,UDP,51,CoAP,43.0,1655374267.4768276,91,,,50:02:91:13:70:30,50:02:91:0F:D3:FC,0.0,5683.0,44322.0,COAP,COAP.pcapng,83,50:02:91:13:70:30,50:02:91:0F:D3:FC,Raw,37.0,,,,,,3.0,3.0,35766.0
IPv6,67,UDP,27,CoAP,19.0,1655374267.4896874,67,,,50:02:91:0F:D3:FC,50:02:91:13:70:30,0.0,38637.0,5683.0,COAP,COAP.pcapng,84,50:02:91:0F:D3:FC,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,3.0,3.0,30668.0
IPv6,52,UDP,12,CoAP,4.0,1655374267.4897213,52,,,50:02:91:13:70:30,50:02:91:0F:D3:FC,0.0,5683.0,38637.0,COAP,COAP.pcapng,85,50:02:91:13:70:30,50:02:91:0F:D3:FC,None,0.0,,,3.0,48.0,4.0,3.0,3.0,30668.0
IPv6,69,UDP,29,CoAP,21.0,1655374267.5041206,69,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,57067.0,5683.0,COAP,COAP.pcapng,86,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,21.0,13.0,13.0,47232.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.504164,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,57067.0,COAP,COAP.pcapng,87,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,47232.0
IPv6,71,UDP,31,CoAP,23.0,1655374267.5042286,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,57067.0,5683.0,COAP,COAP.pcapng,88,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,47232.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.5042512,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,57067.0,COAP,COAP.pcapng,89,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,47232.0
IPv6,71,UDP,31,CoAP,23.0,1655374267.504329,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,57067.0,5683.0,COAP,COAP.pcapng,90,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,47232.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.5043435,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,57067.0,COAP,COAP.pcapng,91,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,47232.0
IPv6,71,UDP,31,CoAP,23.0,1655374267.5043736,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,57067.0,5683.0,COAP,COAP.pcapng,92,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,47232.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.5043838,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,57067.0,COAP,COAP.pcapng,93,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,47232.0
IPv6,71,UDP,31,CoAP,23.0,1655374267.504411,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,57067.0,5683.0,COAP,COAP.pcapng,94,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,47232.0
IPv6,121,UDP,81,CoAP,73.0,1655374267.5044205,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,57067.0,COAP,COAP.pcapng,95,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,47232.0
