key,proba
00000000,0.5051722587028875
00000001,0.5014589769996567
00000011,0.5133698201720094
00000111,0.5160247778077026
00001110,0.4887615689731159
00011101,0.4766233766233766
00111010,0.4934865900383142
01110101,0.5030514385353095
11101011,0.49334600760456276
11010111,0.4625779625779626
10101111,0.5393494228751312
01011111,0.5160714285714286
10111111,0.5367063492063492
01111111,0.5206812652068127
11111111,0.4725663716814159
11111110,0.4422735346358792
11111100,0.49241748438893845
11111000,0.5286738351254481
11110001,0.4946445959104187
11100010,0.5070821529745042
11000100,0.47581441263573543
10001000,0.47214076246334313
00010001,0.5128992628992629
00100010,0.505654281098546
01000100,0.5055658627087198
00010000,0.5258871436881908
00100001,0.479136690647482
00000010,0.5028544243577545
00000100,0.4734340044742729
00001000,0.49398090493980906
01000010,0.543046357615894
10000101,0.4914448669201521
00001011,0.5037593984962406
00010111,0.4811844540407156
00101110,0.5328
01011101,0.4833916083916084
10111010,0.5004608294930876
00000110,0.4975124378109453
00001101,0.5198412698412699
00011010,0.48135593220338985
00110101,0.5055986218776917
01101010,0.4918032786885246
11010101,0.5050709939148073
10101011,0.4857142857142857
01010110,0.4901593252108716
10101100,0.503960396039604
01011000,0.4971751412429379
10110000,0.4932781799379524
01100000,0.4912959381044487
11000000,0.5885885885885885
10000000,0.49572649572649574
01110100,0.5208510638297872
11101000,0.44683026584867075
11010000,0.5081669691470054
10100000,0.4918190567853705
01000001,0.5254865616311399
10000011,0.4625984251968504
00001111,0.5119243421052632
00011111,0.5032835820895523
00111110,0.47063253012048195
01111101,0.5326492537313433
11111011,0.5561797752808989
11110110,0.4712041884816754
11101101,0.5434146341463415
11011010,0.5064102564102564
10110101,0.47758081334723673
00000101,0.4979160878021673
00001010,0.4871347579590057
00010100,0.5160680529300568
00101001,0.4755905511811024
01010010,0.46735395189003437
10100101,0.4878731343283582
01001011,0.49909584086799275
10010111,0.515311510031679
00101111,0.5248573757131214
11111101,0.5314685314685315
11011011,0.5201535508637236
10110111,0.52465483234714
01101111,0.5135379061371841
11011110,0.5264735264735265
10111101,0.4874118831822759
01111010,0.5169124024284475
11110101,0.531062124248497
10101110,0.5142857142857142
00011011,0.532792004996877
00110111,0.4890795631825273
11101010,0.514
10101010,0.48114169215086644
01010100,0.5579908675799087
10101001,0.510677808727948
01101011,0.50199203187251
11010110,0.48255234297108673
10101101,0.48704663212435234
01011010,0.50143815915628
11010100,0.5308641975308642
01010011,0.5054054054054054
10100110,0.4801627670396745
01001101,0.4666666666666667
10011011,0.4875
01101110,0.5095194922937444
11011100,0.4887295081967213
10111001,0.5093922651933702
01110011,0.48440366972477067
11100111,0.5100864553314121
11001111,0.4780662488809311
10011111,0.5132178669097539
00111111,0.5276162790697675
00011100,0.5163076923076924
00111001,0.5079485238455715
11111010,0.48695652173913045
10000100,0.480184331797235
00100000,0.47671665351223363
10000010,0.5067778936392076
00010101,0.5218790218790219
00101011,0.5098814229249012
01010111,0.5023299161230196
01011110,0.5060975609756098
10111100,0.48034934497816595
01111000,0.4527777777777778
11110000,0.4835680751173709
11100000,0.5009784735812133
00111000,0.48986212489862124
01110000,0.5194085027726433
01011100,0.4641472868217054
10111000,0.5132743362831859
11100001,0.5277777777777778
11000010,0.44019607843137254
10001001,0.5275510204081633
00010010,0.48506967485069674
00100100,0.5026415094339622
01001000,0.5044964028776978
10010000,0.5267770204479065
01000011,0.5464098073555166
10000111,0.5150659133709982
11101001,0.48816029143898
11010011,0.5323232323232323
01001100,0.5100200400801603
10011001,0.5109409190371991
00110011,0.5290227773695811
01100111,0.5126945126945127
11001110,0.5023562676720076
10011100,0.5220372184133203
10000001,0.5268722466960353
01000000,0.5113240418118467
00101000,0.46557120500782473
01010001,0.4633458646616541
10100011,0.5337690631808278
01000110,0.45408678102926336
10001100,0.5271687321258341
00011000,0.5236572890025576
00110001,0.4921259842519685
01100011,0.48003802281368824
11000111,0.5137130801687764
10001110,0.4722792607802875
01110001,0.4813126709206928
00100101,0.5086277732128184
10100100,0.5472222222222223
