key,proba
00000000,0.3543978362053311
00000001,0.32627100971764605
00000011,0.45541288128711366
00000110,0.4984084684284551
00001100,0.39599956279374793
00011000,0.503800217155266
00110000,0.1800892334039389
01100001,0.43510555121188427
11000010,0.6112401975021783
10000101,0.5423677884615384
00001010,0.46440608722295984
00010101,0.5328689595124075
00101010,0.46370235934664245
01010100,0.45118733509234826
10101001,0.49889819303658
01010010,0.4873810508895325
10100101,0.49398907103825135
01001010,0.4925373134328358
10010101,0.5051260145237079
00101011,0.42952571810287243
01010111,0.503013926418624
10101110,0.4890782000873744
01011100,0.4552358113509193
10111000,0.373134328358209
01110000,0.34986396240415535
11100000,0.38068800348356197
11000001,0.5329924117452985
10000011,0.5973859923284558
00110001,0.5974086071263304
01100010,0.33981001727115717
11000100,0.46381112114565864
10001000,0.4500497017892644
00010001,0.22658942582679475
00100011,0.4864026282168279
01000110,0.6279484366428963
10001100,0.4583092624687079
11000011,0.5570228091236494
10000111,0.4377092511013216
00001110,0.5870242599599377
00011101,0.5343394295945774
00111010,0.406498561516331
01110101,0.49539121114683815
11101011,0.3328834907782276
11010111,0.5050077898953929
10101111,0.4995684074233923
01011111,0.5001024380249949
10111111,0.6612373196170882
01111110,0.6335121749896823
11111101,0.506316218418908
11111010,0.5124657534246575
11110100,0.4147952443857332
11101001,0.5054695562435501
11010011,0.5056451612903226
10100110,0.4506112943916165
01001100,0.1179052077238151
10011000,0.115185546875
01100011,0.4122575461953403
11000111,0.5057840616966581
10001110,0.4554559831312599
00011100,0.41899689303151355
00111000,0.46367851622874806
01110001,0.439972120578498
11100011,0.5207077581178301
10001111,0.4990409764603313
00011110,0.5152798789712557
00111101,0.5318431789959198
01111011,0.4489263803680982
11110110,0.48328518365662404
11101100,0.3735687022900763
11011001,0.6292751804204582
10110011,0.36146272855133615
01100110,0.6119835340753164
11001101,0.6956001595108334
10011010,0.3710034821145932
00110100,0.366859344894027
01101000,0.38935542442124377
11010000,0.2544806857397306
10100000,0.3533101045296167
01000000,0.4640581187866429
10000001,0.2645806451612903
00000111,0.5552679658952497
00001111,0.6102774922918808
00011111,0.6517908227485982
00111111,0.4387755102040816
01111111,0.5946009945536349
11111111,0.4474591348826865
11111110,0.6307397194580986
11111011,0.4927714129841789
11110111,0.6346005848853317
11101111,0.5124125634343711
11011111,0.6545195729537366
11110101,0.5176539589442816
11010110,0.41514289584179875
10101100,0.29838077827108905
01011000,0.43410625183445845
10110000,0.34688372093023256
01100000,0.1035812234190548
11000000,0.16370535872610562
00000010,0.26509859606531844
00000101,0.5201188034792448
00001011,0.44704805491990846
00010111,0.5930766022521896
00101111,0.39786422578184594
01011110,0.5865229977484722
10111101,0.42807563427477263
01111010,0.6535593220338983
11101010,0.4393703241895262
11010100,0.36589431571928654
10101000,0.4811759412029398
01010001,0.4973885793871866
10100011,0.3716432447474607
01000111,0.4982058545797923
00111001,0.3924522441372884
01110011,0.390973630831643
11100110,0.6062616981453123
10011011,0.6771392081736909
00110110,0.4503893724232707
01101101,0.4994340690435767
11011011,0.6082258626699198
10110111,0.4697062423500612
01101111,0.4770221904080172
11011110,0.6654545454545454
11011000,0.4931410127093
10110001,0.5271493212669683
00111110,0.4955654101995565
01111101,0.4897420272191753
10100010,0.48282553852124976
01000100,0.694860066671835
10001001,0.8011023244668104
00010010,0.19770849986677325
00100101,0.4871941896024465
01001011,0.5052498950020999
10010110,0.46569779867493055
00101100,0.388327721661055
01011001,0.4530841121495327
10110010,0.4480655612731084
01100100,0.4090220501599057
11001000,0.39246156389485864
10010001,0.5018541409147095
00011001,0.4766934942991281
00110011,0.503825779870512
01100111,0.49295774647887325
11001110,0.491149498827042
10011100,0.5841615902532863
10000000,0.30207209450300165
00101110,0.48593690611934626
11100001,0.4944498539435248
00010110,0.34603658536585363
00101101,0.4831041257367387
01011011,0.42857142857142855
01101110,0.30241883326865865
11011101,0.4905298999787189
10111011,0.5145255003227889
01110111,0.5225459873026209
10111100,0.46543310288735257
01111000,0.43372854362059815
11110000,0.3706923806512804
11101101,0.386238846945779
11011010,0.4812040700960995
10110101,0.38160195872682756
01101011,0.4392682006789891
10101101,0.6675931072818232
11101110,0.4571754853444994
11011100,0.42016806722689076
00111100,0.4399854067858446
11110001,0.5276679841897233
11100010,0.4209105632535541
00010000,0.12529764348468675
00100001,0.47506799637352676
01000011,0.4881282152750297
10000110,0.5266653643289705
00001101,0.4998934129183543
00011010,0.4768562508483779
00110101,0.5454232028960524
01011010,0.4729973900823128
10110100,0.3703525641025641
01000001,0.28781984138859795
10000010,0.21179624664879357
01010101,0.5009230769230769
10101011,0.354948278524008
01010110,0.5524327190772902
01101010,0.6024135681669929
